DiseaseName,DiseaseID,Sourse
T cell immunodeficiency primary,MESH:C536780,CTD
T-cell lymphoma 1A,MESH:C536782,CTD
T-Cell OKT4 Deficiency,MESH:C566080,CTD
TDP-43 Proteinopathies,MESH:D057177,CTD
Teebi Kaurah syndrome,MESH:C536948,CTD
Teebi Naguib Al Awadi syndrome,MESH:C536949,CTD
Teebi Shaltout syndrome,MESH:C536950,CTD
Teebi syndrome,MESH:C536951,CTD
Teeth noneruption of with maxillary hypoplasia and genu valgum,MESH:C536952,CTD
"Teeth, Odd Shapes Of",MESH:C566076,CTD
"Telangiectasia, Generalized Essential",MESH:C562998,CTD
"Telangiectasia, Hereditary Benign",MESH:C562908,CTD
"Telangiectasia, Hereditary Hemorrhagic",MESH:D013683,CTD
"Telangiectasia, Hereditary Hemorrhagic, Type 4",MESH:C565691,CTD
Telangiectasis,MESH:D013684,CTD
Telecanthus,MESH:C562941,CTD
Telencephalic leukoencephalopathy,MESH:C536954,CTD
Telfer Sugar Jaeger syndrome,MESH:C536955,CTD
Tel Hashomer camptodactyly syndrome,MESH:C536953,CTD
Telomeric 22q13 Monosomy Syndrome,MESH:C536801,CTD
Temple-Baraitser Syndrome,MESH:C567516,CTD
"Temporal epilepsy, familial",MESH:C536956,CTD
Temporomandibular ankylosis,MESH:C536957,CTD
Temporomandibular Joint Disorders,MESH:D013705,CTD
Temporomandibular Joint Dysfunction Syndrome,MESH:D013706,CTD
Temtamy preaxial brachydactyly syndrome,MESH:C536958,CTD
Temtamy syndrome,MESH:C536959,CTD
Tendinopathy,MESH:D052256,CTD
Tendon Entrapment,MESH:D053682,CTD
Tendon Injuries,MESH:D013708,CTD
"Tendons, Extensor, of Fingers, Anomalous Insertion of",MESH:C566068,CTD
Tennis Elbow,MESH:D013716,CTD
Tenosynovitis,MESH:D013717,CTD
Tension-Type Headache,MESH:D018781,CTD
Teratocarcinoma,MESH:D018243,CTD
Teratogenesis,MESH:D064793,CTD
"Teratoid Tumor, Atypical",MESH:C563737,CTD
Teratoma,MESH:D013724,CTD
"Teratoma, Ovarian",MESH:C562731,CTD
"Teratoma, Testicular",MESH:C562472,CTD
Ter Haar syndrome,MESH:C537274,CTD
TERMINAL OSSEOUS DYSPLASIA,OMIM:300244,CTD
Terminal Osseous Dysplasia and Pigmentary Defects,MESH:C564554,CTD
Terminal Transverse Defects of Arm,MESH:C565681,CTD
Testicular Diseases,MESH:D013733,CTD
Testicular Germ Cell Tumor,MESH:C563236,CTD
Testicular Germ Cell Tumor 1,MESH:C564559,CTD
Testicular Hydrocele,MESH:D006848,CTD
Testicular Microlithiasis,MESH:C566478,CTD
Testicular Neoplasms,MESH:D013736,CTD
Tetanus,MESH:D013742,CTD
Tetany,MESH:D013746,CTD
Tetra-amelia autosomal recessive,MESH:C536498,CTD
Tetraamelia multiple malformations,MESH:C536500,CTD
Tetra amelia with ectodermal dysplasia and lacrimal duct abnormalities,MESH:C536496,CTD
Tetra-amelia with pulmonary hypoplasia,MESH:C536499,CTD
Tetralogy of Fallot,MESH:D013771,CTD
Tetralogy of fallot and glaucoma,MESH:C536501,CTD
"Tetralogy Of Fallot Syndrome, Autosomal Recessive",MESH:C565314,CTD
Tetramelic Monodactyly,MESH:C566066,CTD
Tetraphocomelia-Thrombocytopenia Syndrome,MESH:C564771,CTD
Tetraploidy,MESH:D057891,CTD
Tetrasomy,MESH:D058670,CTD
Tetrasomy X,MESH:C536502,CTD
Thai Symphalangism Syndrome,MESH:C564303,CTD
Thakker Donnai syndrome,MESH:C536503,CTD
Thalamic degeneration symmetrical infantile,MESH:C536504,CTD
Thalamic Diseases,MESH:D013786,CTD
Thalassemia,MESH:D013789,CTD
"Thalassemia, Beta+, Silent Allele",MESH:C566065,CTD
Thanatophoric Dysplasia,MESH:D013796,CTD
Thanatophoric dysplasia Glasgow variant,MESH:C536506,CTD
"Thanatophoric dysplasia, type 2",MESH:C536508,CTD
"Thanatophoric Dysplasia, Type I",MESH:C566844,CTD
Thecoma,MESH:D013798,CTD
Theileriasis,MESH:D013801,CTD
Theodor Hertz Goodman syndrome,MESH:C536509,CTD
Thiamine Deficiency,MESH:D013832,CTD
Thiamine responsive megaloblastic anemia syndrome,MESH:C536510,CTD
Thinness,MESH:D013851,CTD
Thiopurine S methyltranferase deficiency,MESH:C536512,CTD
THIOUREA TASTING,OMIM:171200,CTD
Thomas Jewett Raines syndrome,MESH:C536513,CTD
Thomas syndrome,MESH:C536514,CTD
Thompson Baraitser syndrome,MESH:C536515,CTD
Thoracic Diseases,MESH:D013896,CTD
"Thoracic Dysostosis, Isolated",MESH:C566063,CTD
Thoracic Dysplasia-Hydrocephalus Syndrome,MESH:C564774,CTD
Thoracic Injuries,MESH:D013898,CTD
Thoracic Neoplasms,MESH:D013899,CTD
Thoracic Outlet Syndrome,MESH:D013901,CTD
Thoracolaryngopelvic dysplasia,MESH:C536517,CTD
Thoraco limb dysplasia Rivera type,MESH:C536516,CTD
Thoracomelic Dysplasia,MESH:C564773,CTD
Thoracopelvic Dysostosis,MESH:C566062,CTD
Three M Syndrome 2,MESH:C567862,CTD
Thrombasthenia,MESH:D013915,CTD
"Thrombasthenia-Thrombocytopenia, Hereditary",MESH:C566060,CTD
Thromboangiitis Obliterans,MESH:D013919,CTD
"Thrombocythemia, Essential",MESH:D013920,CTD
"THROMBOCYTHEMIA, X-LINKED",OMIM:300331,CTD
Thrombocytopenia,MESH:D013921,CTD
Thrombocytopenia 1,MESH:C564052,CTD
THROMBOCYTOPENIA 2,OMIM:188000,CTD
Thrombocytopenia 3,MESH:C567487,CTD
Thrombocytopenia 4,MESH:C567438,CTD
Thrombocytopenia absent ulnar syndrome,MESH:C536944,CTD
Thrombocytopenia chromosome breakage,MESH:C536519,CTD
"Thrombocytopenia, cyclic",MESH:C536899,CTD
"Thrombocytopenia, Neonatal Alloimmune",MESH:D054098,CTD
Thrombocytopenia Paris-Trousseau type,MESH:C538617,CTD
"Thrombocytopenia, Platelet Dysfunction, Hemolysis, and Imbalanced Globin Synthesis",MESH:C564050,CTD
Thrombocytopenia Robin sequence,MESH:C536898,CTD
Thrombocytopenia with Elevated Serum Iga and Renal Disease,MESH:C564051,CTD
"Thrombocytopenia, X-Linked, Intermittent",MESH:C564053,CTD
"THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA",OMIM:300367,CTD
Thrombocytosis,MESH:D013922,CTD
"Thrombocytosis, Benign Familial Microcytic",MESH:C566596,CTD
"Thrombocytosis, Familial X-Linked",MESH:C564532,CTD
Thromboembolism,MESH:D013923,CTD
"Thrombomodulin anomalies, familial",MESH:C536900,CTD
Thrombophilia,MESH:D019851,CTD
Thrombophilia due to Activated Protein C Resistance,MESH:C566056,CTD
Thrombophilia Due To Elevated Histidine-Rich Glycoprotein,MESH:C567737,CTD
"THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE",OMIM:612304,CTD
"THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT",OMIM:612336,CTD
Thrombophilia due to Thrombomodulin Defect,MESH:C566057,CTD
"Thrombophilia, Familial, Due To Decreased Release Of Tissue Plasminogen Activator",MESH:C567341,CTD
"THROMBOPHILIA, FAMILIAL, DUE TO DECREASED RELEASE OF TISSUE PLASMINOGEN ACTIVATOR;THPH9 HYPERFIBRINOLYSIS, FAMILIAL, DUE TO INCREASED RELEASE OF TISSUE PLASMINOGEN",OMIM:612348,CTD
"Thrombophilia, hereditary",MESH:C540694,CTD
"Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Dominant",MESH:C567163,CTD
"Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Recessive",MESH:C567353,CTD
"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Dominant",MESH:C567347,CTD
"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal Recessive",MESH:C567348,CTD
"Thrombophilia, X-Linked, Due To Factor Ix Defect",MESH:C567581,CTD
Thrombophlebitis,MESH:D013924,CTD
Thrombosis,MESH:D013927,CTD
Thrombotic Microangiopathies,MESH:D057049,CTD
"Thrombotic thrombocytopenic purpura, acquired",MESH:C536901,CTD
Thromboxane Synthetase Deficiency,MESH:C562866,CTD
"Thumb Agenesis, Short Stature, And Immunodeficiency",MESH:C564770,CTD
Thumb deformity,MESH:C536903,CTD
"Thumb deformity, alopecia, pigmentation anomaly",MESH:C536904,CTD
Thumb Deformity And Alopecia,MESH:C566054,CTD
"Thumb, Hypoplastic, with Choroid Coloboma, Poorly Developed Antihelix, and Deafness",MESH:C564769,CTD
"Thumbs, Stiff, With Brachydactyly Type A1 And Developmental Delay",MESH:C566053,CTD
Thymic aplasia,MESH:C536288,CTD
Thymic Aplasia with Fetal Death,MESH:C564768,CTD
Thymic epithelial tumor,MESH:C536905,CTD
Thymic-Renal-Anal-Lung dysplasia,MESH:C536907,CTD
Thymoma,MESH:D013945,CTD
"Thymoma, Familial",MESH:C564767,CTD
Thymus Hyperplasia,MESH:D013952,CTD
Thymus Neoplasms,MESH:D013953,CTD
Thyrocerebral-retinal syndrome,MESH:C536908,CTD
Thyroglossal Cyst,MESH:D013955,CTD
Thyroglossal tract cyst,MESH:C536909,CTD
"Thyroid Adenoma, Hyperfunctioning",MESH:C566386,CTD
"Thyroid cancer, follicular",MESH:C572845,CTD
"Thyroid cancer, Hurthle cell",MESH:C536913,CTD
"Thyroid cancer, medullary",MESH:C536914,CTD
"Thyroid cancer, papillary",MESH:C536915,CTD
"Thyroid Carcinoma, Anaplastic",MESH:D065646,CTD
"Thyroid Carcinoma, Nonmedullary 1",MESH:C565247,CTD
"Thyroid Carcinoma, Papillary, With Papillary Renal Neoplasia",MESH:C565310,CTD
Thyroid Crisis,MESH:D013958,CTD
Thyroid Diseases,MESH:D013959,CTD
Thyroid Dysgenesis,MESH:D050033,CTD
Thyroid Dyshormonogenesis 1,MESH:C564766,CTD
Thyroid Dyshormonogenesis 2A,MESH:C563206,CTD
Thyroid Dyshormonogenesis 3,MESH:C562769,CTD
Thyroid Dyshormonogenesis 4,MESH:C562770,CTD
Thyroid Dyshormonogenesis 5,MESH:C562771,CTD
Thyroid Dyshormonogenesis 6,MESH:C564608,CTD
"Thyroid Hormone Metabolism, Abnormal",MESH:C566454,CTD
Thyroid hormone plasma membrane transport defect,MESH:C536916,CTD
"Thyroid Hormone Resistance, Generalized, Autosomal Dominant",MESH:C567934,CTD
"Thyroid Hormone Resistance, Generalized, Autosomal Recessive",MESH:C567936,CTD
"Thyroid Hormone Resistance, Selective Pituitary",MESH:C564154,CTD
Thyroid Hormone Resistance Syndrome,MESH:D018382,CTD
Thyroiditis,MESH:D013966,CTD
"Thyroiditis, Autoimmune",MESH:D013967,CTD
"Thyroiditis, Chronic",MESH:C535842,CTD
"Thyroiditis, Subacute",MESH:D013968,CTD
"Thyroiditis, Suppurative",MESH:D013969,CTD
Thyroid Neoplasms,MESH:D013964,CTD
Thyroid Nodule,MESH:D016606,CTD
THYROID-STIMULATING HORMONE LEVEL QUANTITATIVE TRAIT LOCUS 1,OMIM:612306,CTD
Thyrotoxicosis,MESH:D013971,CTD
"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1",OMIM:188580,CTD
"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2",OMIM:613239,CTD
"Thyrotropin, Biologically Inactive",MESH:C564765,CTD
THYROTROPIN-RELEASING HORMONE DEFICIENCY,OMIM:275120,CTD
"Thyrotropin-Releasing Hormone Resistance, Generalized",MESH:C566049,CTD
Thyroxine-Binding Globulin Deficiency,MESH:C564049,CTD
"Tibia, Absence of, with Congenital Deafness",MESH:C564764,CTD
"Tibia, Absence or Hypoplasia of, with Polydactyly, Retrocerebellar Arachnoid Cyst, and Other Anomalies",MESH:C563403,CTD
Tibia absent polydactyly arachnoid cyst,MESH:C536918,CTD
"Tibia, Bowing of, with Pseudarthrosis and Pectus Excavatum",MESH:C563787,CTD
"Tibia, Hypoplasia of, with Polydactyly",MESH:C566046,CTD
Tibial Fractures,MESH:D013978,CTD
Tibial Neuropathy,MESH:D020429,CTD
"Tibial Torsion, Bilateral Medial",MESH:C566045,CTD
Tic Disorders,MESH:D013981,CTD
Tick Bites,MESH:D064927,CTD
Tick-Borne Diseases,MESH:D017282,CTD
Tick Infestations,MESH:D013984,CTD
Tick Paralysis,MESH:D013985,CTD
Tick Toxicoses,MESH:D013986,CTD
Tics,MESH:D020323,CTD
Tietze's Syndrome,MESH:D013991,CTD
Tietz syndrome,MESH:C536919,CTD
"Tight skin contracture syndrome, lethal",MESH:C536920,CTD
Tiglic acidemia,MESH:C536921,CTD
Timothy syndrome,MESH:C536962,CTD
Tinea,MESH:D014005,CTD
Tinea Capitis,MESH:D014006,CTD
Tinea Favosa,MESH:D014007,CTD
Tinea Pedis,MESH:D014008,CTD
Tinea Versicolor,MESH:D014010,CTD
Tinnitus,MESH:D014012,CTD
Tissue Adhesions,MESH:D000267,CTD
T-Lymphocytopenia,MESH:C536783,CTD
"T-Lymphocytopenia, Idiopathic CD4-Positive",MESH:D018344,CTD
Tn Syndrome,MESH:C562719,CTD
"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,CTD
Tobacco Use Disorder,MESH:D014029,CTD
"Toenail Dystrophy, Isolated",MESH:C564384,CTD
"Toe Syndactyly, Telecanthus, and Anogenital and Renal Malformations",MESH:C567475,CTD
Togaviridae Infections,MESH:D014036,CTD
Tollner Horst Manzke syndrome,MESH:C536964,CTD
Tolosa-Hunt Syndrome,MESH:D020333,CTD
Tomaculous neuropathy,MESH:C536965,CTD
Tongue Diseases,MESH:D014060,CTD
"Tongue, Fissured",MESH:D014063,CTD
"Tongue, Hairy",MESH:D014064,CTD
Tongue Neoplasms,MESH:D014062,CTD
Tonic Pupil,MESH:D015845,CTD
"Tonic, sluggishly reacting pupil and hypoactive or absent tendon reflexes",MESH:C531601,CTD
Tonoki syndrome,MESH:C536967,CTD
Tonsillar Neoplasms,MESH:D014067,CTD
Tonsillitis,MESH:D014069,CTD
Tooth Abnormalities,MESH:D014071,CTD
Tooth Abrasion,MESH:D014072,CTD
Toothache,MESH:D014098,CTD
"Tooth Agenesis, Selective, 2",MESH:C566513,CTD
"Tooth Agenesis, Selective, 3",MESH:C567036,CTD
"Tooth Agenesis, Selective, 4",MESH:C563634,CTD
"Tooth Agenesis, Selective, 5",MESH:C565757,CTD
"Tooth Agenesis, Selective, 6",MESH:C567755,CTD
"Tooth Agenesis, Selective, With Orofacial Cleft",MESH:C566994,CTD
"Tooth Agenesis, Selective, X-Linked, 1",MESH:C567060,CTD
Tooth Ankylosis,MESH:D020254,CTD
Tooth Attrition,MESH:D019217,CTD
Tooth Avulsion,MESH:D014084,CTD
Tooth Demineralization,MESH:D017001,CTD
Tooth Discoloration,MESH:D014075,CTD
Tooth Diseases,MESH:D014076,CTD
Tooth Erosion,MESH:D014077,CTD
"Tooth Eruption, Ectopic",MESH:D014079,CTD
Tooth Fractures,MESH:D014082,CTD
"Tooth, Impacted",MESH:D014095,CTD
Tooth Injuries,MESH:D018677,CTD
Tooth Loss,MESH:D016388,CTD
Tooth Migration,MESH:D014085,CTD
Tooth Mobility,MESH:D014086,CTD
"Tooth, Nonvital",MESH:D019553,CTD
Tooth Resorption,MESH:D014091,CTD
"Tooth, Supernumerary",MESH:D014096,CTD
"Tooth, Unerupted",MESH:D014097,CTD
Tooth Wear,MESH:D057085,CTD
Torovirus Infections,MESH:D018176,CTD
Torsades de Pointes,MESH:D016171,CTD
Torsion Abnormality,MESH:D014102,CTD
Torsion dystonia with onset in infancy,MESH:C536969,CTD
Torticollis,MESH:D014103,CTD
Torticollis keloids cryptorchidism renal dysplasia,MESH:C536970,CTD
Torulopsis,MESH:C536972,CTD
Torus Palatinus and Torus Mandibularis,MESH:C566043,CTD
"Total Hypotrichosis, Mari type",MESH:C536973,CTD
Tourette Syndrome,MESH:D005879,CTD
Townes-Brocks-Branchiootorenal-Like Syndrome,MESH:C566272,CTD
Townes-Brocks syndrome,MESH:C536974,CTD
Toxascariasis,MESH:D017227,CTD
Toxemia,MESH:D014115,CTD
Toxocara canis infection (canine roundworms),MESH:C531834,CTD
Toxocariasis,MESH:D014120,CTD
Toxoplasmosis,MESH:D014123,CTD
"Toxoplasmosis, Animal",MESH:D014124,CTD
"Toxoplasmosis, Cerebral",MESH:D016781,CTD
"Toxoplasmosis, Congenital",MESH:D014125,CTD
"Toxoplasmosis, Ocular",MESH:D014126,CTD
Tracheal agenesis,MESH:C536975,CTD
Tracheal agenesis without tracheoesophageal fistula,MESH:C536976,CTD
Tracheal Diseases,MESH:D014133,CTD
Tracheal Neoplasms,MESH:D014134,CTD
Tracheal Stenosis,MESH:D014135,CTD
Tracheitis,MESH:D014136,CTD
"Tracheobronchial Stenosis, Congenital",MESH:C566362,CTD
Tracheobronchomalacia,MESH:D055089,CTD
Tracheobronchomegaly,MESH:D014137,CTD
Tracheobronchopathia osteoplastica,MESH:C536977,CTD
Tracheoesophageal Fistula,MESH:D014138,CTD
Tracheomalacia,MESH:D055090,CTD
Trachoma,MESH:D014141,CTD
Tranebjaerg Svejgaard syndrome,MESH:C536978,CTD
Transaldolase Deficiency,MESH:C563207,CTD
Transcobalamin I Deficiency,MESH:C562798,CTD
TRANSCOBALAMIN II DEFICIENCY,OMIM:275350,CTD
Transfusion Reaction,MESH:D065227,CTD
Transient antero-apical dyskinesia,MESH:C538679,CTD
Transient bullous dermolysis of the newborn,MESH:C536979,CTD
Transient erythroblastopenia of childhood,MESH:C536980,CTD
Transient Myeloproliferative Disorder of Down Syndrome,MESH:C566024,CTD
Transient Tachypnea of the Newborn,MESH:D059245,CTD
"Translocation, Genetic",MESH:D014178,CTD
Transposition of Great Vessels,MESH:D014188,CTD
"Transposition of the Great Arteries, Dextro-Looped 1",MESH:C563853,CTD
Transsexualism,MESH:D014189,CTD
Transvestism,MESH:D014190,CTD
Trauma and Stressor Related Disorders,MESH:D000068099,CTD
"Trauma, Nervous System",MESH:D020196,CTD
TREACHER COLLINS SYNDROME 2,OMIM:613717,CTD
Treft Sanborn Carey syndrome,MESH:C536544,CTD
Trehalase Deficiency,MESH:C562603,CTD
Trematode Infections,MESH:D014201,CTD
Tremor,MESH:D014202,CTD
"Tremor hereditary essential, 1",MESH:C536545,CTD
"Tremor hereditary essential, 2",MESH:C536546,CTD
"Tremor, Hereditary Essential, 3",MESH:C566949,CTD
"Tremor, Hereditary Essential, And Idiopathic Normal Pressure Hydrocephalus",MESH:C567519,CTD
"Tremor of Intention, Ataxia, and Lipofuscinosis",MESH:C566038,CTD
Trench Fever,MESH:D014205,CTD
Treponemal Infections,MESH:D014211,CTD
"Tricarboxylic Acid Cycle, Defect of",MESH:C564762,CTD
Trichiasis,MESH:D058457,CTD
Trichilemmal Cyst 1,MESH:C566458,CTD
Trichinellosis,MESH:D014235,CTD
Trichodental syndrome,MESH:C536551,CTD
Tricho-dento-osseous syndrome,MESH:C536549,CTD
TRICHODENTOOSSEOUS SYNDROME,OMIM:190320,CTD
Tricho-dento-osseous syndrome 1,MESH:C536550,CTD
Trichodysplasia-Xeroderma,MESH:C566032,CTD
"Trichoepithelioma, Multiple Familial, 2",MESH:C567418,CTD
"Trichoepitheliomas, Multiple Desmoplastic",MESH:C566034,CTD
Trichofolliculoma,MESH:C536553,CTD
Trichohepatoenteric Syndrome,MESH:C565627,CTD
Trichomonas Infections,MESH:D014245,CTD
Trichomonas Vaginitis,MESH:D014247,CTD
Trichoodontoonychial Dysplasia,MESH:C564760,CTD
Trichophyton infection,MESH:C569516,CTD
"Trichorhinophalangeal Syndrome, Type I",MESH:C536820,CTD
"Trichorhinophalangeal Syndrome, Type III",MESH:C566033,CTD
Trichorrhexis nodosa syndrome,MESH:C536556,CTD
Trichoscyphodysplasia,MESH:C536557,CTD
Trichosporonosis,MESH:D060586,CTD
Trichostasis spinulosa,MESH:C536558,CTD
Trichostrongyloidiasis,MESH:D014252,CTD
Trichostrongylosis,MESH:D014253,CTD
"TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE",OMIM:601675,CTD
Trichothiodystrophy Syndromes,MESH:D054463,CTD
"Trichothiodystrophy, Type 1",MESH:C564734,CTD
Trichothiodystrophy with Sun Sensitivity,MESH:C564733,CTD
Trichotillomania,MESH:D014256,CTD
Trichuriasis,MESH:D014257,CTD
Tricuspid Atresia,MESH:D018785,CTD
Tricuspid Valve Insufficiency,MESH:D014262,CTD
Tricuspid Valve Prolapse,MESH:D014263,CTD
Tricuspid Valve Stenosis,MESH:D014264,CTD
Trifunctional Protein Deficiency With Myopathy And Neuropathy,MESH:C566945,CTD
Trigeminal Autonomic Cephalalgias,MESH:D051303,CTD
Trigeminal Nerve Diseases,MESH:D020433,CTD
Trigeminal Nerve Injuries,MESH:D061221,CTD
Trigeminal Neuralgia,MESH:D014277,CTD
Trigger Finger Disorder,MESH:D052582,CTD
"Triglyceride Storage Disease, Type I",MESH:C566031,CTD
"Triglyceride Storage Disease, Type II",MESH:C566030,CTD
"Trigonobrachycephaly, Bulbous Bifid Nose, Micrognathia, and Abnormalities of the Hands and Feet",MESH:C564759,CTD
TRIGONOCEPHALY 1,OMIM:190440,CTD
"Trigonocephaly, Nonsyndromic",MESH:C562951,CTD
Trilogy of Fallot,MESH:D014286,CTD
Trimethylaminuria,MESH:C536561,CTD
Triosephosphate Isomerase Deficiency,MESH:C566029,CTD
Triphalangeal Thumb,MESH:C573898,CTD
Triphalangeal thumb non opposable,MESH:C536562,CTD
Triphalangeal thumbs brachyectrodactyly,MESH:C536564,CTD
Triphalangeal Thumb with Double Phalanges,MESH:C566028,CTD
Triple Negative Breast Neoplasms,MESH:D064726,CTD
Triple X syndrome,MESH:C535318,CTD
Triploidy,MESH:D057885,CTD
Trismus,MESH:D014313,CTD
Trisomy,MESH:D014314,CTD
Trisomy 13 syndrome,MESH:C536305,CTD
Trisomy 18,MESH:C580500,CTD
Trisomy 18-Like Syndrome,MESH:C563382,CTD
Trisomy 20p,MESH:C535371,CTD
Trisomy 22 mosaicism syndrome,MESH:C536796,CTD
TRITANOPIA,OMIM:190900,CTD
"Trochlea of the Humerus, Aplasia of",MESH:C566022,CTD
Trochlear Nerve Diseases,MESH:D020432,CTD
Trochlear Nerve Injuries,MESH:D061247,CTD
Trombiculiasis,MESH:D014323,CTD
Trophoblastic Neoplasms,MESH:D014328,CTD
"Trophoblastic Tumor, Placental Site",MESH:D018245,CTD
Tropical Calcific Pancreatitis,MESH:C564276,CTD
Trueb Burg Bottani syndrome,MESH:C536565,CTD
"Truncus Arteriosus, Persistent",MESH:D014339,CTD
Trypanosomiasis,MESH:D014352,CTD
"Trypanosomiasis, African",MESH:D014353,CTD
"Trypanosomiasis, Bovine",MESH:D014354,CTD
Tryptophanuria With Dwarfism,MESH:C562658,CTD
"Tsc2 Angiomyolipomas, Renal, Modifier Of",MESH:C567682,CTD
Tsukahara Syndrome,MESH:C566376,CTD
Tuberculoma,MESH:D014375,CTD
"Tuberculoma, Intracranial",MESH:D016862,CTD
Tuberculosis,MESH:D014376,CTD
"Tuberculosis, Avian",MESH:D014379,CTD
"Tuberculosis, Bovine",MESH:D014380,CTD
"Tuberculosis, Cardiovascular",MESH:D014381,CTD
"Tuberculosis, Central Nervous System",MESH:D020306,CTD
"Tuberculosis, Cutaneous",MESH:D014382,CTD
"Tuberculosis, Endocrine",MESH:D014383,CTD
"Tuberculosis, Female Genital",MESH:D014384,CTD
"Tuberculosis, Gastrointestinal",MESH:D014385,CTD
"Tuberculosis, Hepatic",MESH:D014386,CTD
"Tuberculosis, Laryngeal",MESH:D014387,CTD
"Tuberculosis, Lymph Node",MESH:D014388,CTD
"Tuberculosis, Male Genital",MESH:D014389,CTD
"Tuberculosis, Meningeal",MESH:D014390,CTD
"Tuberculosis, Miliary",MESH:D014391,CTD
"Tuberculosis, Multidrug-Resistant",MESH:D018088,CTD
"Tuberculosis, Ocular",MESH:D014392,CTD
"Tuberculosis, Oral",MESH:D014393,CTD
"Tuberculosis, Osteoarticular",MESH:D014394,CTD
"Tuberculosis, Pleural",MESH:D014396,CTD
"Tuberculosis, Pulmonary",MESH:D014397,CTD
"Tuberculosis, Renal",MESH:D014398,CTD
"Tuberculosis, Spinal",MESH:D014399,CTD
"Tuberculosis, Splenic",MESH:D014400,CTD
"Tuberculosis, Urogenital",MESH:D014401,CTD
Tuberous Sclerosis,MESH:D014402,CTD
Tuberous Sclerosis 1,MESH:C565346,CTD
Tuberous Sclerosis 2,MESH:C566021,CTD
Tubulointerstitial nephritis and uveitis,MESH:C536922,CTD
Tucker syndrome,MESH:C536923,CTD
Tufted angioma,MESH:C536924,CTD
Tuftsin Deficiency,MESH:C562872,CTD
Tukel syndrome,MESH:C536925,CTD
Tularemia,MESH:D014406,CTD
"Tumoral Calcinosis, Hyperphosphatemic, Familial",MESH:C566870,CTD
"Tumoral Calcinosis, Normophosphatemic, Familial",MESH:C566473,CTD
Tumor Lysis Syndrome,MESH:D015275,CTD
TUMOR SUPPRESSOR GENE ON CHROMOSOME 11,OMIM:603040,CTD
Tumor Virus Infections,MESH:D014412,CTD
Tune Deafness,MESH:C566019,CTD
Tungiasis,MESH:D058285,CTD
Tunglang Savage Bellman syndrome,MESH:C536927,CTD
Turcot syndrome,MESH:C536928,CTD
Turner Syndrome,MESH:D014424,CTD
Turner Syndrome-Associated Neurocognitive Phenotype,MESH:C564058,CTD
Twenty-Nail Dystrophy,MESH:C562907,CTD
Twinning due to Superfetation,MESH:C566018,CTD
"Twins, Conjoined",MESH:D014428,CTD
Tympanic Membrane Perforation,MESH:D018058,CTD
Typhlitis,MESH:D053706,CTD
Typhoid Fever,MESH:D014435,CTD
"Typhus, Endemic Flea-Borne",MESH:D014437,CTD
"Typhus, Epidemic Louse-Borne",MESH:D014438,CTD
Typical Teratoid Rhabdoid Tumor,MESH:C000597569,CTD
Tyrosine Kinase 2 Deficiency,MESH:C566928,CTD
Tyrosinemias,MESH:D020176,CTD
Tyrosinosis,MESH:C562659,CTD
Uhl anomaly,MESH:C536932,CTD
Ulcer,MESH:D014456,CTD
Ulna Fractures,MESH:D014458,CTD
Ulna hypoplasia with mental retardation,MESH:C536934,CTD
Ulna metaphyseal dysplasia syndrome,MESH:C536935,CTD
Ulnar Agenesis and Endocardial Fibroelastosis,MESH:C564756,CTD
Ulnar-Fibular Ray Defect and Brachydactyly,MESH:C563905,CTD
Ulnar hypoplasia lobster claw deformity of feet,MESH:C536936,CTD
Ulnar Hypoplasia with Mental Retardation,MESH:C564757,CTD
Ulnar-mammary syndrome,MESH:C536937,CTD
Ulnar Nerve Compression Syndromes,MESH:D017769,CTD
Ulnar Neuropathies,MESH:D020424,CTD
Ulnar Ray Dysgenesis with Postaxial Polydactyly and Renal Cystic Dysplasia,MESH:C565783,CTD
Umbilical cord ulceration and intestinal atresia,MESH:C536938,CTD
Uncombable hair syndrome,MESH:C536939,CTD
Unconsciousness,MESH:D014474,CTD
Undritz Anomaly,MESH:C566014,CTD
Unilateral Breast Neoplasms,MESH:D000069584,CTD
Uniparental Disomy,MESH:D024182,CTD
Uniparental disomy of 11,MESH:C536468,CTD
Uniparental disomy of 13,MESH:C536469,CTD
Uniparental disomy of chromosome 2,MESH:C536470,CTD
"Uniparental disomy, paternal, chromosome 14",MESH:C536471,CTD
Unverricht-Lundborg Syndrome,MESH:D020194,CTD
Upington disease,MESH:C536472,CTD
Upper Extremity Deep Vein Thrombosis,MESH:D056824,CTD
"Upper Extremity Deformities, Congenital",MESH:D038062,CTD
Upton Young syndrome,MESH:C536473,CTD
